City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
301,Namatanai,PG,21-04-10 03:03:56,-3.6667,152.4333,83.39,71,92,12.46
302,Fairbanks,US,21-04-10 03:02:22,64.8378,-147.7164,3.2,51,75,6.91
303,Shirakawa,JP,21-04-10 03:03:56,37.1223,140.2376,46.99,46,20,10.36
304,Tumpat,MY,21-04-10 03:03:56,6.1978,102.171,84.2,79,0,4.61
305,Sibu,MY,21-04-10 03:03:57,2.3,111.8167,82.4,83,40,2.3
306,Kaeo,NZ,21-04-10 03:03:57,-35.1,173.7833,68.0,97,100,17.0
307,Veraval,IN,21-04-10 03:03:57,20.9,70.3667,82.04,50,0,12.88
308,Wolsztyn,PL,21-04-10 03:00:20,52.1155,16.1171,37.0,71,97,4.92
309,Kano,NG,21-04-10 03:03:58,12.0001,8.5167,71.6,35,0,9.22
310,Itapirapua,BR,21-04-10 03:03:58,-15.8233,-50.6133,68.92,88,4,3.76
311,Asau,RO,21-04-10 03:03:58,46.4333,26.4,33.01,50,6,4.63
312,Aksu,CN,21-04-10 03:03:59,41.1231,80.2644,55.89,28,0,4.56
313,Sandusky,US,21-04-10 03:03:59,41.3501,-83.1332,64.99,54,42,7.0
314,Novyye Burasy,RU,21-04-10 03:03:59,52.1324,46.0714,37.0,98,100,3.0
315,Auki,SB,21-04-10 03:04:00,-8.7676,160.7034,81.19,84,100,9.08
316,Paamiut,GL,21-04-10 03:03:10,61.994,-49.6678,33.64,85,100,6.33
317,Soe,ID,21-04-10 03:04:00,-9.8607,124.284,78.13,58,87,4.79
318,Sherbakul,RU,21-04-10 03:04:00,54.6316,72.3963,37.4,65,0,11.18
319,Kulhudhuffushi,MV,21-04-10 03:04:01,6.6221,73.07,82.17,70,1,2.24
320,Avera,US,21-04-10 03:04:01,33.194,-82.5271,62.6,85,1,3.44
321,Shache,CN,21-04-10 03:04:01,38.4167,77.2406,55.24,29,2,7.67
322,Port Hawkesbury,CA,21-04-10 03:04:02,45.6169,-61.3485,37.0,100,1,5.75
323,Fecamp,FR,21-04-10 03:04:02,49.7579,0.3746,44.6,87,100,1.14
324,Baoqing,CN,21-04-10 03:04:02,46.3317,132.2111,55.53,21,0,8.48
325,Guerrero Negro,MX,21-04-10 03:04:02,27.9769,-114.0611,59.76,84,27,17.09
326,Bukachacha,RU,21-04-10 03:04:03,52.9833,116.9167,39.72,42,3,11.07
327,Mastic Beach,US,21-04-10 03:04:03,40.7668,-72.8521,46.99,93,90,3.44
328,Inta,RU,21-04-10 03:04:03,66.0317,60.1659,33.82,82,46,16.91
329,Moussoro,TD,21-04-10 03:04:04,13.6408,16.4901,81.59,6,78,14.05
330,Stranda,NO,21-04-10 03:04:04,62.3096,6.9358,32.0,92,100,5.99
331,Porto Santo,PT,21-04-10 03:04:04,33.072,-16.3415,62.6,88,40,11.5
332,Jacareacanga,BR,21-04-10 03:04:05,-6.2222,-57.7528,76.17,81,66,0.83
333,Muli,MV,21-04-10 03:04:05,2.9167,73.5667,82.38,73,21,5.64
334,Tarauaca,BR,21-04-10 03:00:11,-8.1614,-70.7656,72.43,97,86,1.16
335,Itarema,BR,21-04-10 03:02:32,-2.9248,-39.9167,79.32,84,60,11.59
336,Shingu,JP,21-04-10 03:04:06,33.7333,135.9833,57.2,33,0,6.91
337,La Sarre,CA,21-04-10 03:04:06,48.8002,-79.1996,53.92,92,90,7.92
338,Nouadhibou,MR,21-04-10 03:02:00,20.931,-17.0347,64.4,82,0,17.27
339,Ozu,JP,21-04-10 03:04:06,33.5,132.55,62.01,51,20,23.02
340,Bojnurd,IR,21-04-10 03:04:07,37.4747,57.329,55.4,41,75,7.78
341,Kutum,SD,21-04-10 03:04:07,14.2,24.6667,66.06,12,26,7.36
342,Itoman,JP,21-04-10 03:03:29,26.1247,127.6694,75.2,57,75,17.27
343,Eureka,US,21-04-10 03:04:07,40.8021,-124.1637,48.99,72,94,10.0
344,Gazanjyk,TM,21-04-10 03:00:57,39.2446,55.5154,72.34,24,24,22.37
345,Yinchuan,CN,21-04-10 03:04:08,38.4681,106.2731,57.92,48,100,2.51
346,Tobane,BW,21-04-10 03:04:08,-21.95,27.9,60.71,75,0,4.92
347,Adrar,MR,21-04-10 03:04:08,20.5022,-10.0711,73.42,19,0,11.34
348,Xinzhou,CN,21-04-10 03:04:09,38.4092,112.7333,59.86,37,100,5.19
349,Cayenne,GF,21-04-10 02:59:31,4.9333,-52.3333,79.0,94,0,4.32
350,Port Lincoln,AU,21-04-10 03:01:58,-34.7333,135.8667,64.26,50,86,19.62
351,Xichang,CN,21-04-10 03:04:09,27.8964,102.2634,70.3,50,55,2.84
352,Clyde River,CA,21-04-10 03:04:09,70.4692,-68.5914,6.8,85,75,9.22
353,Talcahuano,CL,21-04-10 03:04:10,-36.7167,-73.1167,50.0,100,0,4.61
354,Yuncheng,CN,21-04-10 03:04:10,35.0231,110.9928,60.01,8,100,16.51
355,Chapais,CA,21-04-10 03:04:10,49.7834,-74.8492,44.6,81,1,8.05
356,Te Anau,NZ,21-04-10 03:00:57,-45.4167,167.7167,50.77,94,100,1.34
357,Ust-Nera,RU,21-04-10 03:04:11,64.5667,143.2,12.87,80,100,8.61
358,Conakry,GN,21-04-10 03:04:11,9.538,-13.6773,79.09,84,30,5.08
359,Masunga,BW,21-04-10 03:04:12,-20.6246,27.4488,57.09,77,0,7.72
360,Venice,US,21-04-10 03:04:12,27.0998,-82.4543,73.0,83,75,3.44
361,Neiafu,TO,21-04-10 03:04:12,-18.65,-173.9833,82.4,61,40,2.3
362,Port-Cartier,CA,21-04-10 03:04:12,50.0334,-66.8654,41.0,38,1,4.61
363,Deputatskiy,RU,21-04-10 03:04:13,69.3,139.9,0.61,87,100,4.9
364,Alekseyevsk,RU,21-04-10 03:04:13,57.8406,108.3492,18.72,72,100,5.35
365,Moroni,KM,21-04-10 03:04:13,-11.7022,43.2551,79.9,76,99,4.18
366,Yaan,NG,21-04-10 03:04:14,7.3833,8.5667,79.5,72,93,9.71
367,Athens,GR,21-04-10 03:03:27,37.9795,23.7162,45.0,52,0,4.63
368,Lugovoy,KZ,21-04-10 03:04:14,42.9472,72.7644,57.0,37,8,1.32
369,Lomovka,RU,21-04-10 03:04:14,53.9194,58.3672,33.8,100,100,2.24
370,Hearst,CA,21-04-10 03:04:15,49.6835,-83.6665,50.0,100,34,5.75
371,Pacific Grove,US,21-04-10 03:04:15,36.6177,-121.9166,51.01,82,0,4.0
372,Nanortalik,GL,21-04-10 03:04:15,60.1432,-45.2371,36.0,92,100,5.5
373,Mayor Pablo Lagerenza,PY,21-04-10 03:04:16,-19.9309,-60.7718,78.42,68,6,7.45
374,Sandovo,RU,21-04-10 03:04:16,58.4602,36.4128,33.58,81,99,13.02
375,Stokmarknes,NO,21-04-10 03:04:16,68.5646,14.9108,26.01,72,100,5.01
376,Teguldet,RU,21-04-10 03:04:16,57.3064,88.1667,36.66,79,22,5.7
377,Portoferraio,IT,21-04-10 03:04:17,42.8115,10.3146,54.0,80,100,5.01
378,Vila Velha,BR,21-04-10 03:01:58,-20.3297,-40.2925,73.99,78,40,4.61
379,Ilulissat,GL,21-04-10 03:04:17,69.2167,-51.1,23.0,86,75,11.5
380,Angoche,MZ,21-04-10 03:04:17,-16.2325,39.9086,72.79,93,93,8.46
381,Port Blair,IN,21-04-10 03:00:40,11.6667,92.75,85.06,66,50,4.72
382,Surt,LY,21-04-10 03:04:18,31.2089,16.5887,57.74,68,1,16.04
383,Manggar,ID,21-04-10 03:04:18,-2.8833,108.2667,87.19,61,80,3.74
384,Susanville,US,21-04-10 03:04:19,40.4163,-120.653,59.0,25,1,9.22
385,Jesus Maria,AR,21-04-10 03:04:19,-30.9815,-64.0942,68.0,100,75,4.61
386,Emerald,AU,21-04-10 03:04:19,-23.5333,148.1667,91.4,24,0,5.75
387,Takoradi,GH,21-04-10 03:04:19,4.8845,-1.7554,79.84,87,99,5.26
388,Akhtyrskiy,RU,21-04-10 03:04:20,44.8546,38.3031,39.99,100,100,6.93
389,Moron,AR,21-04-10 03:03:22,-34.6534,-58.6198,71.01,99,100,3.0
390,Inuvik,CA,21-04-10 03:04:20,68.3499,-133.7218,-14.8,64,100,9.22
391,Frontera,MX,21-04-10 03:04:20,26.9333,-101.45,80.06,9,7,4.23
392,Westport,US,21-04-10 03:04:21,41.1415,-73.3579,48.99,87,90,5.75
393,Kabalo,CD,21-04-10 03:04:21,-6.05,26.9167,67.3,98,100,2.28
394,Hofn,IS,21-04-10 03:04:21,64.2539,-15.2082,24.39,49,3,10.27
395,Victor Harbor,AU,21-04-10 03:04:22,-35.5667,138.6167,63.0,64,89,4.0
396,Hobyo,SO,21-04-10 03:04:22,5.3505,48.5268,81.54,65,37,10.27
397,Graaff-Reinet,ZA,21-04-10 03:04:22,-32.2522,24.5308,61.02,68,37,0.74
398,Ketchikan,US,21-04-10 03:04:23,55.3422,-131.6461,35.6,87,90,8.05
399,Valparaiso,CL,21-04-10 03:04:23,-33.0393,-71.6273,59.0,76,0,3.44
400,Belmonte,BR,21-04-10 03:04:23,-15.8631,-38.8828,71.6,88,75,5.75
401,Pestovo,RU,21-04-10 03:04:24,58.5938,35.8024,34.84,81,100,12.39
402,Srednekolymsk,RU,21-04-10 03:04:24,67.45,153.6833,6.12,80,100,9.4
403,Korla,CN,21-04-10 03:04:24,41.7597,86.1469,57.6,44,54,7.4
404,Hasaki,JP,21-04-10 03:00:25,35.7333,140.8333,59.0,35,20,8.05
405,Egvekinot,RU,21-04-10 03:04:25,66.3167,-179.1667,6.82,67,100,5.28
406,Troitsko-Pechorsk,RU,21-04-10 03:04:25,62.7084,56.1964,31.48,91,11,5.53
407,Rudbar,AF,21-04-10 03:04:25,30.15,62.6,78.57,9,2,5.26
408,Narrabri,AU,21-04-10 03:04:26,-30.3167,149.7833,73.4,43,40,6.91
409,Mahajanga,MG,21-04-10 03:04:26,-15.7167,46.3167,73.4,94,40,2.3
410,Kloulklubed,PW,21-04-10 03:02:38,7.0419,134.2556,82.4,83,75,6.91
411,Macduff,GB,21-04-10 03:04:26,57.6701,-2.4969,36.0,86,79,5.99
412,Shuyskoye,RU,21-04-10 03:04:27,59.3736,41.0305,32.14,80,12,10.92
413,Marsh Harbour,BS,21-04-10 03:04:27,26.5412,-77.0636,73.13,63,3,10.92
414,Manokwari,ID,21-04-10 03:04:27,-0.8667,134.0833,81.75,77,100,2.19
415,Hays,US,21-04-10 03:04:28,30.0502,-98.0336,78.01,78,1,6.06
416,Makhachkala,RU,21-04-10 03:00:59,42.9764,47.5024,50.0,71,90,17.9
417,Bandarbeyla,SO,21-04-10 03:04:28,9.4942,50.8122,77.14,70,0,5.35
418,Saurimo,AO,21-04-10 03:04:28,-9.6608,20.3916,59.95,84,100,4.25
419,Hrodna,BY,21-04-10 03:00:01,53.6884,23.8258,37.83,73,100,11.27
420,Muriwai Beach,NZ,21-04-10 03:04:29,-36.8167,174.45,64.99,95,100,3.0
421,Faya,SA,21-04-10 03:04:29,18.3851,42.4509,62.6,48,20,2.68
422,Caucaia,BR,21-04-10 03:04:29,-3.7361,-38.6531,82.99,78,0,12.66
423,Hualmay,PE,21-04-10 03:04:30,-11.0964,-77.6139,68.61,89,100,6.64
424,Bloomington,US,21-04-10 03:00:44,44.8408,-93.2983,45.0,93,90,12.66
425,Zaysan,KZ,21-04-10 03:04:30,47.4667,84.8667,45.01,41,1,5.91
426,Pangai,TO,21-04-10 03:04:31,-19.8,-174.35,80.6,69,20,3.44
427,Ambon,ID,21-04-10 03:04:31,-3.6954,128.1814,77.0,78,40,8.05
428,Evensk,RU,21-04-10 03:04:31,61.95,159.2333,23.07,66,0,8.43
429,Dubai,AE,21-04-10 03:03:00,25.2582,55.3047,77.0,57,0,3.44
430,Chivilcoy,AR,21-04-10 03:04:32,-34.8957,-60.0167,66.99,66,100,3.0
431,Kichmengskiy Gorodok,RU,21-04-10 03:04:32,59.9816,45.7854,30.7,85,6,8.43
432,Mangai,CD,21-04-10 03:04:32,-4.05,19.5333,68.45,98,99,2.39
433,Lubyany,RU,21-04-10 03:04:33,56.0378,51.4,33.8,100,90,11.18
434,Guangshui,CN,21-04-10 03:04:33,31.6199,113.9978,66.81,50,100,3.51
435,Lasa,IT,21-04-10 03:04:33,46.6166,10.7002,42.01,100,0,5.75
436,Kivertsi,UA,21-04-10 03:04:33,50.8343,25.4582,33.01,74,90,5.01
437,Brindisi,IT,21-04-10 03:01:00,40.5833,17.6667,48.0,61,6,5.97
438,Menongue,AO,21-04-10 03:04:34,-14.6585,17.691,61.16,65,36,3.51
439,Aykhal,RU,21-04-10 03:04:34,66.0,111.5,-1.26,91,99,18.03
440,Alyangula,AU,21-04-10 03:04:35,-13.8483,136.4192,87.8,70,40,8.05
441,Lere,NG,21-04-10 03:04:35,10.387,8.5726,77.72,53,100,3.65
442,Camocim,BR,21-04-10 03:04:35,-2.9022,-40.8411,76.28,91,61,10.83
443,College,US,21-04-10 03:04:36,64.8569,-147.8028,3.0,51,75,4.61
444,Muisne,EC,21-04-10 03:04:36,0.6,-80.0333,77.41,87,100,3.13
445,Riobamba,EC,21-04-10 03:04:36,-1.6667,-78.6333,54.59,92,100,2.39
446,Namibe,AO,21-04-10 03:04:37,-15.1961,12.1522,77.85,84,68,4.12
447,Alugan,PH,21-04-10 03:04:37,12.2188,125.4808,84.0,61,91,9.82
448,Saint-Francois,FR,21-04-10 03:04:37,46.4154,3.9054,45.0,81,90,8.05
449,Puerto Narino,CO,21-04-10 03:04:38,-3.7703,-70.3831,77.0,100,75,2.3
450,Sao Filipe,CV,21-04-10 03:04:38,14.8961,-24.4956,74.21,62,22,13.76
451,Talnakh,RU,21-04-10 03:04:38,69.4865,88.3972,24.15,94,100,15.14
452,Kudat,MY,21-04-10 03:04:39,6.8837,116.8477,78.8,94,40,3.44
453,Portland,US,21-04-10 03:02:49,45.5234,-122.6762,50.0,57,37,1.99
454,Phan Thiet,VN,21-04-10 03:01:50,10.9333,108.1,87.44,54,100,8.79
455,Longyearbyen,SJ,21-04-10 03:00:17,78.2186,15.6401,32.0,64,75,17.27
456,Praia Da Vitoria,PT,21-04-10 03:04:39,38.7333,-27.0667,59.0,88,40,11.39
457,Inhambane,MZ,21-04-10 03:04:40,-23.865,35.3833,71.51,82,1,5.06
458,Saldanha,ZA,21-04-10 02:59:53,-33.0117,17.9442,57.2,94,100,6.67
459,Massakory,TD,21-04-10 03:04:40,12.996,15.7293,82.2,8,93,9.75
460,Xining,CN,21-04-10 03:04:40,36.6167,101.7667,40.73,95,100,3.18
461,Basco,PH,21-04-10 03:04:41,20.4487,121.9702,75.47,74,14,16.46
462,Acara,BR,21-04-10 03:04:41,-1.9608,-48.1967,72.82,97,89,2.26
463,Killorglin,IE,21-04-10 03:04:41,52.1,-9.7833,31.78,81,74,5.64
464,Asfi,MA,21-04-10 03:04:41,32.2994,-9.2372,58.82,71,56,3.71
465,Casablanca,MA,21-04-10 03:04:14,33.5928,-7.6192,62.01,100,40,2.3
466,Cabatuan,PH,21-04-10 03:04:42,10.8794,122.486,88.16,56,57,12.17
467,Hirara,JP,21-04-10 03:04:42,24.8,125.2833,77.0,65,75,16.11
468,Sumbe,AO,21-04-10 03:04:42,-11.2061,13.8437,78.85,82,100,5.64
469,Eirunepe,BR,21-04-10 03:04:43,-6.6603,-69.8736,73.22,95,100,0.74
470,Ewa Beach,US,21-04-10 03:03:44,21.3156,-158.0072,78.8,47,1,10.36
471,Semporna,MY,21-04-10 03:04:43,4.4818,118.6112,86.0,74,20,4.61
472,Leningradskiy,RU,21-04-10 03:04:44,69.3833,178.4167,-6.09,91,57,5.37
473,Saint Anthony,US,21-04-10 03:04:44,45.0205,-93.218,45.0,81,90,10.36
474,Calella,ES,21-04-10 03:04:44,41.618,2.6678,55.99,100,75,2.3
475,Khanu Woralaksaburi,TH,21-04-10 03:04:45,16.0617,99.8606,91.94,43,92,5.61
476,Upata,VE,21-04-10 03:04:18,8.0086,-62.3989,77.0,92,76,4.54
477,Hambantota,LK,21-04-10 03:04:45,6.1241,81.1185,80.6,94,3,3.44
478,Anloga,GH,21-04-10 03:04:45,5.7947,0.8973,78.8,89,20,4.61
479,Sur,OM,21-04-10 03:04:46,22.5667,59.5289,81.86,39,0,6.35
480,Erzin,TR,21-04-10 03:04:46,36.9559,36.2,51.01,90,30,4.0
481,Balabac,PH,21-04-10 03:04:46,7.9868,117.0645,83.23,72,100,11.41
482,Belyy Yar,RU,21-04-10 03:04:46,53.6039,91.3903,41.0,56,0,11.18
483,Vanino,RU,21-04-10 03:04:47,49.0869,140.2543,48.72,39,0,3.06
484,Yarada,IN,21-04-10 03:04:47,17.65,83.2667,82.72,69,80,7.74
485,Leshukonskoye,RU,21-04-10 03:04:47,64.8989,45.7622,33.01,78,96,14.25
486,Anadyr,RU,21-04-10 03:04:48,64.75,177.4833,8.6,72,75,24.61
487,Santa Lucia,ES,21-04-10 03:04:48,27.9117,-15.5407,66.2,77,20,10.36
488,Matane,CA,21-04-10 03:00:12,48.8286,-67.522,35.01,16,42,6.71
489,Lorengau,PG,21-04-10 03:04:49,-2.0226,147.2712,81.23,81,100,14.63
490,Riyadh,SA,21-04-10 03:00:25,24.6877,46.7219,80.6,18,0,2.3
491,Hurghada,EG,21-04-10 03:04:49,27.2574,33.8129,64.4,52,0,11.5
492,Richards Bay,ZA,21-04-10 03:04:49,-28.783,32.0377,65.91,93,3,3.09
493,Isangel,VU,21-04-10 03:04:50,-19.55,169.2667,83.53,67,100,1.21
494,Iracoubo,GF,21-04-10 03:04:50,5.4802,-53.2011,75.2,92,100,5.26
495,Rumilly,FR,21-04-10 03:04:50,45.8667,5.95,50.0,71,0,2.3
496,Ballina,AU,21-04-10 03:04:51,-28.8667,153.5667,87.8,35,4,14.97
497,Sao Miguel Do Araguaia,BR,21-04-10 03:04:51,-13.275,-50.1628,70.05,89,87,5.21
498,Terra Santa,BR,21-04-10 03:03:26,-2.1042,-56.4869,74.01,91,73,2.35
499,Port Augusta,AU,21-04-10 03:04:51,-32.5,137.7667,68.0,56,90,16.11
500,Neyshabur,IR,21-04-10 03:04:52,36.2133,58.7958,64.45,27,48,2.84
501,Krasnokamensk,RU,21-04-10 03:04:52,50.0979,118.0369,45.19,24,97,19.3
502,Puerto Varas,CL,21-04-10 03:04:52,-41.3195,-72.9854,46.4,93,0,5.75
503,Nelson Bay,AU,21-04-10 03:04:52,-32.7167,152.15,75.99,46,40,17.27
504,Manta,EC,21-04-10 03:04:53,-0.95,-80.7333,78.8,83,75,2.3
505,Fortuna,US,21-04-10 03:04:53,40.5982,-124.1573,48.0,81,90,12.66
506,Hobara,JP,21-04-10 03:04:54,37.8167,140.55,55.99,28,66,1.01
507,Mount Isa,AU,21-04-10 03:01:08,-20.7333,139.5,93.2,16,11,6.91
508,Weligama,LK,21-04-10 03:04:54,5.9667,80.4167,80.91,77,8,1.63
509,Yuanping,CN,21-04-10 03:04:54,38.7153,112.7575,59.16,42,77,6.71
510,Dokka,NO,21-04-10 03:04:55,60.84,10.0618,33.01,53,45,5.95
511,Manaus,BR,21-04-10 03:04:55,-3.1019,-60.025,77.0,100,0,2.3
512,Ekhabi,RU,21-04-10 03:04:55,53.5102,142.9671,31.35,73,10,4.29
513,Rochegda,RU,21-04-10 03:04:56,62.8,43.25,33.89,78,99,13.76
514,Waingapu,ID,21-04-10 03:01:10,-9.6567,120.2641,84.63,67,5,3.09
515,Chernyshevskiy,RU,21-04-10 03:04:56,63.0128,112.4714,5.79,74,99,11.5
516,Krotoszyn,PL,21-04-10 03:04:56,51.6987,17.4374,41.0,84,100,5.84
517,Fortuna Foothills,US,21-04-10 03:04:56,32.6578,-114.4119,86.0,10,1,6.91
518,Coihaique,CL,21-04-10 03:04:57,-45.5752,-72.0662,40.23,93,5,5.21
519,Juneau,US,21-04-10 03:04:57,58.3019,-134.4197,33.8,75,75,3.44
520,Collipulli,CL,21-04-10 03:03:18,-37.95,-72.4333,45.7,92,35,4.0
521,Vostok,RU,21-04-10 03:04:57,46.4856,135.8833,43.39,44,43,8.05
522,Sola,VU,21-04-10 03:04:58,-13.8833,167.55,82.56,70,100,9.6
523,Klyuchi,RU,21-04-10 03:04:58,52.2667,79.1667,38.61,72,45,15.19
524,Wad Madani,SD,21-04-10 03:03:11,14.4012,33.5199,82.96,10,0,13.42
525,Chara,RU,21-04-10 03:04:58,56.9064,118.2631,18.46,61,100,8.63
526,Barroso,BR,21-04-10 03:04:59,-21.1869,-43.9758,56.17,94,0,4.54
527,Gamba,GA,21-04-10 03:04:59,-2.65,10.0,78.66,89,100,3.71
528,Rio Grande,BR,21-04-10 03:01:36,-32.035,-52.0986,72.0,95,68,6.69
529,Ternate,ID,21-04-10 03:04:59,0.8,127.4,85.21,65,100,3.89
530,Kanel,SN,21-04-10 03:03:06,15.4916,-13.1763,89.8,12,0,10.27
531,Sebu,PH,21-04-10 03:05:00,6.22,124.6936,87.8,58,20,6.91
532,Maun,BW,21-04-10 03:05:00,-19.9833,23.4167,63.79,50,0,6.85
533,Lima,PE,21-04-10 03:02:27,-12.0432,-77.0282,72.0,83,0,6.91
534,Gizo,SB,21-04-10 03:05:00,-8.103,156.8419,83.73,74,86,8.46
535,Ferme-Neuve,CA,21-04-10 03:05:01,46.7001,-75.4493,57.2,67,100,4.61
536,Le Port,RE,21-04-10 03:05:01,-20.9373,55.2919,75.99,83,75,11.5
537,Revelganj,IN,21-04-10 03:00:25,25.7833,84.6667,78.8,44,40,3.44
538,Los Llanos De Aridane,ES,21-04-10 03:05:02,28.6585,-17.9182,64.4,77,0,5.75
539,Norman Wells,CA,21-04-10 03:00:17,65.282,-126.8329,-4.0,65,75,16.11
540,Safaga,EG,21-04-10 03:05:02,26.7292,33.9365,64.4,52,0,11.5
541,Danville,US,21-04-10 03:05:02,36.586,-79.395,62.6,82,90,10.36
542,Haines Junction,CA,21-04-10 03:05:03,60.7522,-137.5108,5.0,39,100,17.27
543,Kaele,CM,21-04-10 03:05:03,10.1092,14.4508,86.65,12,98,3.71
544,Szydlowiec,PL,21-04-10 03:03:19,51.2282,20.8611,39.99,54,100,10.04
545,Chateauroux,FR,21-04-10 03:05:02,46.8167,1.7,51.8,71,0,16.11
546,Gold Coast,AU,21-04-10 03:01:38,-28.0,153.4333,90.0,27,0,10.36
547,Gorontalo,ID,21-04-10 03:05:04,0.5412,123.0595,88.99,61,93,3.67
548,Acari,PE,21-04-10 03:05:04,-15.4311,-74.6158,71.06,79,99,3.29
549,Yuci,CN,21-04-10 03:05:04,37.6803,112.7319,57.2,41,100,4.47
550,Alappuzha,IN,21-04-10 03:05:04,9.49,76.3264,81.14,79,3,4.07
551,Opelousas,US,21-04-10 03:05:05,30.5335,-92.0815,75.99,83,90,8.05
552,Shitanjing,CN,21-04-10 03:05:05,39.2342,106.3439,53.78,56,91,6.69
553,Shimanovsk,RU,21-04-10 03:05:05,52.0,127.7,53.98,32,31,17.47
554,Opuwo,NA,21-04-10 03:05:06,-18.0607,13.84,65.97,43,1,8.59
555,Batemans Bay,AU,21-04-10 03:05:06,-35.7167,150.1833,64.99,66,56,4.0
556,Petropavlovsk-Kamchatskiy,RU,21-04-10 03:05:07,53.0452,158.6483,37.4,65,99,11.18
557,Nayoro,JP,21-04-10 03:05:07,44.3506,142.4578,43.99,51,99,12.01
558,Korhogo,CI,21-04-10 03:05:07,9.45,-5.6333,79.32,66,92,7.52
559,Cockburn Town,TC,21-04-10 03:05:07,21.4612,-71.1419,75.63,61,59,18.25
560,Diffa,NE,21-04-10 03:05:08,13.3154,12.6113,82.38,7,98,9.84
561,Camopi,GF,21-04-10 03:02:16,3.1655,-52.3158,71.04,99,94,1.63
562,Suhbaatar,MN,21-04-10 03:01:09,50.2314,106.2078,40.98,34,89,10.89
